title,text,url,source,category,published_at,preprocessed_text,sentiment_neg,sentiment_pos,sentiment_neutral,sentiment,sentiment_group,ORG_entities,GPE_entities
GOLD LION ANNOUNCES EXPLORATION PROGRAM AT ITS MIA-3 LITHIUM PROJECT,"(marketscreener.com) Vancouver, British Columbia, June 06, 2023 -- Gold Lion Resources Inc. is pleased to announce that it has finalized arrangements to commence its 2023 exploration program at the Mia-3 Lithium Project located in Eeyou Istchee, James Bay, Quebec. The Phase 1 program is planned to commence June 20 and will include surface mapping, prospecting,...https://www.marketscreener.com/quote/stock/GOLD-LION-RESOURCES-INC-76370646/news/GOLD-LION-ANNOUNCES-EXPLORATION-PROGRAM-AT-ITS-MIA-3-LITHIUM-PROJECT-44050016/?utm_medium=RSS&utm_content=20230606",https://www.marketscreener.com/quote/stock/GOLD-LION-RESOURCES-INC-76370646/news/GOLD-LION-ANNOUNCES-EXPLORATION-PROGRAM-AT-ITS-MIA-3-LITHIUM-PROJECT-44050016/?utm_medium=RSS&utm_content=20230606,4-traders,general,2023-06-06T12:04:02+00:00,"['marketscreenercom', 'vancouver', 'british', 'columbia', 'june', '06', '2023', 'gold', 'lion', 'resource', 'inc', 'pleased', 'announce', 'finalized', 'arrangement', 'commence', '2023', 'exploration', 'program', 'mia3', 'lithium', 'project', 'located', 'eeyou', 'istchee', 'james', 'bay', 'quebec', 'phase', '1', 'program', 'planned', 'commence', 'june', '20', 'include', 'surface', 'mapping', 'prospecting']",0.0,0.118,0.882,0.5859,Positive,['lion resource inc'],[]
Oz Lithium Submits Environmental Impact Report and Advances Environmental Impact Study with VES Survey and Sampling Program,"(marketscreener.com) VANCOUVER, British Columbia, June 6, 2023 /PRNewswire/ -- Oz Lithium Corporation &nbsp; . Oz Lithium is pleased to announce that it has submitted an Environmental Impact Report to initiate a complete study of the Laguna Santa Mar&iacute;a Soda Ash Mine. The property will undergo a detailed environmental assessment as part of the company's...https://www.marketscreener.com/quote/stock/OZ-LITHIUM-CORPORATION-119074458/news/Oz-Lithium-Submits-Environmental-Impact-Report-and-Advances-Environmental-Impact-Study-with-VES-Surv-44049959/?utm_medium=RSS&utm_content=20230606",https://www.marketscreener.com/quote/stock/OZ-LITHIUM-CORPORATION-119074458/news/Oz-Lithium-Submits-Environmental-Impact-Report-and-Advances-Environmental-Impact-Study-with-VES-Surv-44049959/?utm_medium=RSS&utm_content=20230606,4-traders,general,2023-06-06T12:02:08+00:00,"['marketscreenercom', 'vancouver', 'british', 'columbia', 'june', '6', '2023', 'prnewswire', 'oz', 'lithium', 'corporation', 'nbsp', 'oz', 'lithium', 'pleased', 'announce', 'submitted', 'environmental', 'impact', 'report', 'initiate', 'complete', 'study', 'laguna', 'santa', 'mariacutea', 'soda', 'ash', 'mine', 'property', 'undergo', 'detailed', 'environmental', 'assessment', 'part', 'company']",0.0,0.079,0.921,0.4404,Positive,[],[]
"BorgWarner Unveils New Logo, Marking Its Transformation to eMobility","(marketscreener.com) Logo is future-focused and dynamic, signaling a new chapter in BorgWarner's historyDecision to unveil based on strong progress versus Charging Forward objectivesCompany expects eProduct revenues of over $10 billion by 2027Reinforces BorgWarner's Vision of a clean, energy-efficient worldAUBURN HILLS, Mich., June 6, 2023 /PRNewswire/...https://www.marketscreener.com/quote/stock/BORGWARNER-INC-40311128/news/BorgWarner-Unveils-New-Logo-Marking-Its-Transformation-to-eMobility-44049910/?utm_medium=RSS&utm_content=20230606",https://www.marketscreener.com/quote/stock/BORGWARNER-INC-40311128/news/BorgWarner-Unveils-New-Logo-Marking-Its-Transformation-to-eMobility-44049910/?utm_medium=RSS&utm_content=20230606,4-traders,general,2023-06-06T12:01:10+00:00,"['marketscreenercom', 'logo', 'futurefocused', 'dynamic', 'signaling', 'new', 'chapter', 'borgwarners', 'historydecision', 'unveil', 'based', 'strong', 'progress', 'versus', 'charging', 'forward', 'objectivescompany', 'expects', 'eproduct', 'revenue', '10', 'billion', '2027reinforces', 'borgwarners', 'vision', 'clean', 'energyefficient', 'worldauburn', 'hill', 'mich', 'june', '6', '2023', 'prnewswire']",0.0,0.324,0.676,0.9081,Positive,['hill mich june 6'],[]
"China's Tsingshan to invest in 50,000 tpy lithium project in Zhejiang province","(marketscreener.com) China's Tsingshan Group said on Tuesday its unit Zhejiang Dinson Holding will invest in a 50,000 tonnes per year lithium carbonate project in eastern China's Zhejiang province.https://www.marketscreener.com/quote/currency/UNITED-STATES-DOLLAR-B-35467117/news/China-s-Tsingshan-to-invest-in-50-000-tpy-lithium-project-in-Zhejiang-province-44049189/?utm_medium=RSS&utm_content=20230606",https://www.marketscreener.com/quote/currency/UNITED-STATES-DOLLAR-B-35467117/news/China-s-Tsingshan-to-invest-in-50-000-tpy-lithium-project-in-Zhejiang-province-44049189/?utm_medium=RSS&utm_content=20230606,4-traders,general,2023-06-06T10:36:03+00:00,"['marketscreenercom', 'china', 'tsingshan', 'group', 'said', 'tuesday', 'unit', 'zhejiang', 'dinson', 'holding', 'invest', '50000', 'tonne', 'per', 'year', 'lithium', 'carbonate', 'project', 'eastern', 'china', 'zhejiang', 'province']",0.0,0.0,1.0,0.0,Neutral,"['china tsingshan group', 'china zhejiang province']",[]
Medaro Mining Commenced Phase 2 Exploration Work on the Darlin Lithium Property in Quebec,"(marketscreener.com) VANCOUVER, British Columbia, June 06, 2023 -- Medaro Mining Corp. is pleased to is pleased to announce that it has commenced exploration work at its 100% owned Darlin lithium property located in Val-d&rsquo;Or, Quebec, Canada. The Phase 1 work completed by Medaro in 2022 identified lithium anomalies indicating a trend which is extending...https://www.marketscreener.com/quote/stock/MEDARO-MINING-CORP-121074830/news/Medaro-Mining-Commenced-Phase-2-Exploration-Work-on-the-Darlin-Lithium-Property-in-Quebec-44047610/?utm_medium=RSS&utm_content=20230606",https://www.marketscreener.com/quote/stock/MEDARO-MINING-CORP-121074830/news/Medaro-Mining-Commenced-Phase-2-Exploration-Work-on-the-Darlin-Lithium-Property-in-Quebec-44047610/?utm_medium=RSS&utm_content=20230606,4-traders,general,2023-06-06T10:01:01+00:00,"['marketscreenercom', 'vancouver', 'british', 'columbia', 'june', '06', '2023', 'medaro', 'mining', 'corp', 'pleased', 'pleased', 'announce', 'commenced', 'exploration', 'work', '100', 'owned', 'darlin', 'lithium', 'property', 'located', 'valdrsquoor', 'quebec', 'canada', 'phase', '1', 'work', 'completed', 'medaro', '2022', 'identified', 'lithium', 'anomaly', 'indicating', 'trend', 'extending']",0.0,0.189,0.811,0.7717,Positive,[],['canada']
Lithium Americas (TSE:LAC) Stock Price Passes Below 200-Day Moving Average of $29.45,"Lithium Americas Corp. (TSE:LAC &#8211; Get Rating) passed below its two hundred day moving average during trading on Monday . The stock has a two hundred day moving average of C$29.45 and traded as low as C$27.68. Lithium Americas shares last traded at C$27.98, with a volume of 305,084 shares. Wall Street Analysts Forecast Growth [&#8230;]",https://www.etfdailynews.com/2023/06/06/lithium-americas-tselac-stock-price-passes-below-200-day-moving-average-of-29-45/,etfdailynews,general,2023-06-06T08:18:51+00:00,"['thium', 'america', 'corp', 'tselac', '8211', 'get', 'rating', 'passed', 'two', 'hundred', 'day', 'moving', 'average', 'trading', 'monday', 'stock', 'two', 'hundred', 'day', 'moving', 'average', 'c2945', 'traded', 'low', 'c2768', 'lithium', 'america', 'share', 'last', 'traded', 'c2798', 'volume', '305084', 'share', 'wall', 'street', 'analyst', 'forecast', 'growth', '8230']",0.047,0.155,0.798,0.5994,Positive,['thium america corp'],['america']
DA Davidson Boosts Piedmont Lithium (NASDAQ:PLL) Price Target to $96.00,"Piedmont Lithium (NASDAQ:PLL &#8211; Get Rating) had its target price lifted by DA Davidson from $90.00 to $96.00 in a research report sent to investors on Monday, The Fly reports. Several other equities research analysts have also weighed in on the company. Roth Mkm boosted their target price on Piedmont Lithium from $150.00 to $190.00 [&#8230;]",https://www.etfdailynews.com/2023/06/06/da-davidson-boosts-piedmont-lithium-nasdaqpll-price-target-to-96-00/,etfdailynews,general,2023-06-06T07:28:50+00:00,"['piedmont', 'lithium', 'nasdaqpll', '8211', 'get', 'rating', 'target', 'price', 'lifted', 'da', 'davidson', '9000', '9600', 'research', 'report', 'sent', 'investor', 'monday', 'fly', 'report', 'several', 'equity', 'research', 'analyst', 'also', 'weighed', 'company', 'roth', 'mkm', 'boosted', 'target', 'price', 'piedmont', 'lithium', '15000', '19000', '8230']",0.0,0.065,0.935,0.3612,Positive,[],['nasdaqpll']
Laguna Verde Records Assays up to 417mg/L - Additional Wells at Francisco Basin to Upgrade Resource Estimate,"CleanTech Lithium PLC (AIM:CTL, Frankfurt:T2N, OTCQX:CTLHF), an exploration and development company advancing next-generation sustainable lithium projects in Chile for the EV transition, shares the latest operations update and latest supportive commentary from the Chilean government. CTL remains in positive dialogue with Chilean Government representatives, following recent announcements on Chile's National Lithium Strategy, as the Company continues to progress its projects towards production of battery grade 'green' lithium, through Direct Lithium Extraction (""DLE""). Laguna VerdeLV02 re-...",https://investingnews.com/laguna-verde-records-assays-up-to-417mgl-additional-wells-at-francisco-basin-to-upgrade-resource-estimate/,resourceinvestingnews,general,2023-06-06T06:55:23+00:00,"['cleantech', 'lithium', 'plc', 'aimctl', 'frankfurtt2n', 'otcqxctlhf', 'exploration', 'development', 'company', 'advancing', 'nextgeneration', 'sustainable', 'lithium', 'project', 'chile', 'ev', 'transition', 'share', 'latest', 'operation', 'update', 'latest', 'supportive', 'commentary', 'chilean', 'government', 'ctl', 'remains', 'positive', 'dialogue', 'chilean', 'government', 'representative', 'following', 'recent', 'announcement', 'chile', 'national', 'lithium', 'strategy', 'company', 'continues', 'progress', 'project', 'towards', 'production', 'battery', 'grade', 'green', 'lithium', 'direct', 'lithium', 'extraction', 'dle', 'laguna', 'verdelv02']",0.0,0.199,0.801,0.8934,Positive,"['cleantech lithium plc', 'verdelv02']",[]
Nuclear Fusion: Eternal Energy = Eternal Damnation,"Nuclear fusion is far, far too expensive to provide energy “too cheap to meter” during upcoming decades.  Not only is tritium (costing $30,000 per gram) necessary to start the initial reaction, reactors must be lined with expensive lithium.  Equipment to make the tiny event happen is enormous, requiring space equal to three football fields.  The complexity of the system requires twice as many employees – 1000 for fusion vs. 500 for a fission reactor.  This helps explain why original cost projections of $6.3 billion mushroomed to DOE’s current estimate of $65 billion. MoreThe post...",https://www.counterpunch.org/2023/06/06/nuclear-fusion-eternal-energy-eternal-damnation/,counterpunch,general,2023-06-06T06:02:47+00:00,"['uclear', 'fusion', 'far', 'far', 'expensive', 'provide', 'energy', '“', 'cheap', 'meter', '”', 'upcoming', 'decade', 'tritium', 'costing', '30000', 'per', 'gram', 'necessary', 'start', 'initial', 'reaction', 'reactor', 'must', 'lined', 'expensive', 'lithium', 'equipment', 'make', 'tiny', 'event', 'happen', 'enormous', 'requiring', 'space', 'equal', 'three', 'football', 'field', 'complexity', 'system', 'requires', 'twice', 'many', 'employee', '–', '1000', 'fusion', 'v', '500', 'fission', 'reactor', 'help', 'explain', 'original', 'cost', 'projection', '63', 'billion', 'mushroomed', 'doe', '’', 'current', 'estimate', '65', 'billion', 'morethe', 'post']",0.0,0.106,0.894,0.7269,Positive,[],[]
Ion Beam Applications (OTCMKTS:IOBCF) Stock Price Up 5%,"Shares of Ion Beam Applications SA (OTCMKTS:IOBCF &#8211; Get Rating) rose 5% during mid-day trading on Monday . The company traded as high as $17.48 and last traded at $17.48. Approximately 300 shares were traded during mid-day trading, a decline of 19% from the average daily volume of 369 shares. The stock had previously closed [&#8230;]",https://www.etfdailynews.com/2023/06/06/ion-beam-applications-otcmktsiobcf-stock-price-up-5/,etfdailynews,general,2023-06-06T06:02:42+00:00,"['share', 'ion', 'beam', 'application', 'sa', 'otcmktsiobcf', '8211', 'get', 'rating', 'rose', '5', 'midday', 'trading', 'monday', 'company', 'traded', 'high', '1748', 'last', 'traded', '1748', 'approximately', '300', 'share', 'traded', 'midday', 'trading', 'decline', '19', 'average', 'daily', 'volume', '369', 'share', 'stock', 'previously', 'closed', '8230']",0.0,0.163,0.837,0.6808,Positive,[],[]
BMG Successfully Completes Entitlement Offer,"Western Australian focused gold and lithium explorer BMG Resources Limited (ASX: BMG) (Company) is pleased to advise it has raised $1,254,139 (before costs) sought in the Entitlement Offer through the placement of 96,472,171 New Shares at an issue price of $0.013 per New Share – refer ASX announcement of 26 April 2023 ‘BMG to raise up to $2.7m in Placement and Entitlement Issue’). BMG’s $2.75 million capital raising now complete.$1.25 million targeted in the Entitlement and Shortfall Offers has been raised in full and is in addition to the $1.5m oversubscribed placement conducted prior...",https://investingnews.com.au/bmg-successfully-completes-entitlement-offer,resourceinvestingnews,general,2023-06-06T01:18:26+00:00,"['western', 'australian', 'focused', 'gold', 'lithium', 'explorer', 'bmg', 'resource', 'limited', 'asx', 'bmg', 'company', 'pleased', 'advise', 'raised', '1254139', 'cost', 'sought', 'entitlement', 'offer', 'placement', '96472171', 'new', 'share', 'issue', 'price', '0013', 'per', 'new', 'share', '–', 'refer', 'asx', 'announcement', '26', 'april', '2023', '‘', 'bmg', 'raise', '27m', 'placement', 'entitlement', 'issue', '’', 'bmg', '’', '275', 'million', 'capital', 'raising', 'complete125', 'million', 'targeted', 'entitlement', 'shortfall', 'offer', 'raised', 'full', 'addition', '15m', 'oversubscribed', 'placement', 'conducted', 'prior']",0.028,0.146,0.826,0.7906,Positive,[],[]
How new lithium extraction technology could help us meet electric vehicle targets,"A suite of new but largely unproven technologies called direct lithium extraction could revolutionize lithium mining, making it more efficient and sustainable.",https://www.cnbc.com/2023/06/05/how-new-lithium-extraction-tech-could-help-us-meet-ev-targets.html,CNBC,general,2023-06-05T22:11:36+00:00,"['suite', 'new', 'largely', 'unproven', 'technology', 'called', 'direct', 'lithium', 'extraction', 'could', 'revolutionize', 'lithium', 'mining', 'making', 'efficient', 'sustainable']",0.0,0.157,0.843,0.4215,Positive,[],[]
Firefighters tackle blaze in London after ‘lithium battery bubbled’ inside house,"Ten fire engines were called to the fire in Greenwich, west London, just after noon today.",https://metro.co.uk/2023/06/05/firefighters-tackle-blaze-in-london-after-lithium-battery-bubbled-inside-house-18900935/,Metro,general,2023-06-05T19:22:38+00:00,"['ten', 'fire', 'engine', 'called', 'fire', 'greenwich', 'west', 'london', 'noon', 'today']",0.375,0.0,0.625,-0.5859,Negative,[],[]
"Class Action Lawsuit Filed on Behalf of Atlas Lithium Corporation (ATLX) Investors – Nationally Ranked Investors’ Rights Firm Holzer & Holzer, LLC Encourages Investors With Significant Losses to Contact the Firm","ATLANTA, June 05, 2023 (GLOBE NEWSWIRE) &#8212; Holzer & Holzer, LLC informs investors that a class action lawsuit has been filed against Atlas Lithium Corporation (“Atlas Lithium” or the “Company”) (NASDAQ: ATLX) f/k/a Brazil Minerals, Inc. The lawsuit alleges Atlas Lithium made materially false and/or misleading statements and/or failed to disclose material adverse facts, including: [&#8230;]The post Class Action Lawsuit Filed on Behalf of Atlas Lithium Corporation (ATLX) Investors &#8211; Nationally Ranked Investors’ Rights Firm Holzer & Holzer, LLC Encourages Investors With...",https://forextv.com/top-news/class-action-lawsuit-filed-on-behalf-of-atlas-lithium-corporation-atlx-investors-nationally-ranked-investors-rights-firm-holzer-holzer-llc-encourages-investors-with-significant-losses/,forextv,general,2023-06-05T16:43:00+00:00,"['atlanta', 'june', '05', '2023', 'globe', 'newswire', '8212', 'holzer', 'holzer', 'llc', 'informs', 'investor', 'class', 'action', 'lawsuit', 'filed', 'atlas', 'lithium', 'corporation', '“', 'atlas', 'lithium', '”', '“', 'company', '”', 'nasdaq', 'atlx', 'fka', 'brazil', 'mineral', 'inc', 'lawsuit', 'alleges', 'atlas', 'lithium', 'made', 'materially', 'false', 'andor', 'misleading', 'statement', 'andor', 'failed', 'disclose', 'material', 'adverse', 'fact', 'including', '8230the', 'post', 'class', 'action', 'lawsuit', 'filed', 'behalf', 'atlas', 'lithium', 'corporation', 'atlx', 'investor', '8211', 'nationally', 'ranked', 'investor', '’', 'right', 'firm', 'holzer', 'holzer', 'llc', 'encourages', 'investor']",0.182,0.037,0.781,-0.8519,Negative,[],"['atlanta', 'brazil']"
"SHAREHOLDER ACTION ALERT: The Schall Law Firm Encourages Investors in Atlas Lithium Corporation with Losses of $100,000 to Contact the Firm","(marketscreener.com) The Schall Law Firm, a national shareholder rights litigation firm, reminds investors of a class action lawsuit against Atlas Lithium Corporation for violations of &sect;&sect;10 and 20 of the Securities Exchange Act of 1934 and Rule 10b-5 promulgated thereunder by the U.S. Securities and Exchange Commission.Investors who purchased the...https://www.marketscreener.com/quote/stock/ATLAS-LITHIUM-CORPORATION-120795033/news/SHAREHOLDER-ACTION-ALERT-The-Schall-Law-Firm-Encourages-Investors-in-Atlas-Lithium-Corporation-with-44042021/?utm_medium=RSS&utm_content=20230605",https://www.marketscreener.com/quote/stock/ATLAS-LITHIUM-CORPORATION-120795033/news/SHAREHOLDER-ACTION-ALERT-The-Schall-Law-Firm-Encourages-Investors-in-Atlas-Lithium-Corporation-with-44042021/?utm_medium=RSS&utm_content=20230605,4-traders,general,2023-06-05T16:23:01+00:00,"['marketscreenercom', 'schall', 'law', 'firm', 'national', 'shareholder', 'right', 'litigation', 'firm', 'reminds', 'investor', 'class', 'action', 'lawsuit', 'atlas', 'lithium', 'corporation', 'violation', 'sectsect10', '20', 'security', 'exchange', 'act', '1934', 'rule', '10b5', 'promulgated', 'thereunder', 'u', 'security', 'exchange', 'commissioninvestors', 'purchased']",0.178,0.124,0.698,-0.2732,Negative,[],[]
France's Eramet opens Chile office in lithium push,"(marketscreener.com) French mining group Eramethas opened an office in Chile, it said on Monday, asit looks to develop lithium production in South America tosupply battery makers. The office, whose role is to ""support future technical andcommercial operations"", will be mainly focused on businessdevelopment and exploration, it said. ...https://www.marketscreener.com/quote/stock/ERAMET-4752/news/France-s-Eramet-opens-Chile-office-in-lithium-push-44041833/?utm_medium=RSS&utm_content=20230605",https://www.marketscreener.com/quote/stock/ERAMET-4752/news/France-s-Eramet-opens-Chile-office-in-lithium-push-44041833/?utm_medium=RSS&utm_content=20230605,4-traders,general,2023-06-05T15:59:51+00:00,"['marketscreenercom', 'french', 'mining', 'group', 'eramethas', 'opened', 'office', 'chile', 'said', 'monday', 'asit', 'look', 'develop', 'lithium', 'production', 'south', 'america', 'tosupply', 'battery', 'maker', 'office', 'whose', 'role', 'support', 'future', 'technical', 'andcommercial', 'operation', 'mainly', 'focused', 'businessdevelopment', 'exploration', 'said']",0.0,0.194,0.806,0.7351,Positive,[],[]
Full Circle Lithium Advancing Lithium Recycling Demo Plant Buildout and Related Technology,"(marketscreener.com) NOT FOR DISTRIBUTION TO UNITED STATES WIRE SERVICES OR DISSEMINATION IN THE UNITED STATES. THIS NEWS RELEASE DOES NOT CONSTITUTE AN OFFER TO SELL OR A SOLICITATION OF AN OFFER TO BUY ANY OF THE SECURITIES IN THE UNITED STATES. THE SECURITIES HAVE NOT BEEN AND WILL NOT BE REGISTERED UNDER THE UNITED STATES SECURITIES ACT OF 1933, AS AMENDED OR ANY...https://www.marketscreener.com/quote/stock/FULL-CIRCLE-LITHIUM-CORP-127041019/news/Full-Circle-Lithium-Advancing-Lithium-Recycling-Demo-Plant-Buildout-and-Related-Technology-44041078/?utm_medium=RSS&utm_content=20230605",https://www.marketscreener.com/quote/stock/FULL-CIRCLE-LITHIUM-CORP-127041019/news/Full-Circle-Lithium-Advancing-Lithium-Recycling-Demo-Plant-Buildout-and-Related-Technology-44041078/?utm_medium=RSS&utm_content=20230605,4-traders,general,2023-06-05T14:10:01+00:00,"['marketscreenercom', 'distribution', 'united', 'state', 'wire', 'service', 'dissemination', 'united', 'state', 'news', 'release', 'constitute', 'offer', 'sell', 'solicitation', 'offer', 'buy', 'security', 'united', 'state', 'security', 'registered', 'united', 'state', 'security', 'act', '1933', 'amended']",0.0,0.467,0.533,0.9468,Positive,"['united state news', 'united state security']",[]
Standard Lithium Ltd. (OTCMKTS:SLI) Shares Bought by Commonwealth Equity Services LLC,"Commonwealth Equity Services LLC lifted its holdings in Standard Lithium Ltd. (OTCMKTS:SLI &#8211; Get Rating) by 188.6% in the 4th quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The institutional investor owned 37,870 shares of the company&#8217;s stock after acquiring an additional 24,750 shares during the period. Commonwealth [&#8230;]",https://www.etfdailynews.com/2023/06/05/standard-lithium-ltd-otcmktssli-shares-bought-by-commonwealth-equity-services-llc/,etfdailynews,general,2023-06-05T08:36:45+00:00,"['commonwealth', 'equity', 'service', 'llc', 'lifted', 'holding', 'standard', 'lithium', 'ltd', 'otcmktssli', '8211', 'get', 'rating', '1886', '4th', 'quarter', 'according', 'recent', 'form', '13f', 'filing', 'security', 'exchange', 'commission', 'institutional', 'investor', 'owned', '37870', 'share', 'company8217s', 'stock', 'acquiring', 'additional', '24750', 'share', 'period', 'commonwealth', '8230']",0.0,0.163,0.837,0.7003,Positive,"['commonwealth equity', 'company8217s']",[]
INPEX : Invests in Next-gen Lithium-ion Battery Startup TeraWatt Technology Inc.,"(marketscreener.com) Public Relations Group, Corporate Communications Unit Akasaka Biz Tower, 5-3-1 Akasaka, Minato-ku, Tokyo 107-6332 JAPAN June 5, 2023 INPEX Invests in Next-genLithium-ion Battery Startup TeraWatt Technology Inc. Tokyo, Japan - INPEX CORPORATION...https://www.marketscreener.com/quote/stock/INPEX-CORPORATION-6498754/news/INPEX-Invests-in-Next-gen-Lithium-ion-Battery-Startup-TeraWatt-Technology-Inc-44037159/?utm_medium=RSS&utm_content=20230605",https://www.marketscreener.com/quote/stock/INPEX-CORPORATION-6498754/news/INPEX-Invests-in-Next-gen-Lithium-ion-Battery-Startup-TeraWatt-Technology-Inc-44037159/?utm_medium=RSS&utm_content=20230605,4-traders,general,2023-06-05T07:05:02+00:00,"['marketscreenercom', 'public', 'relation', 'group', 'corporate', 'communication', 'unit', 'akasaka', 'biz', 'tower', '531', 'akasaka', 'minatoku', 'tokyo', '1076332', 'japan', 'june', '5', '2023', 'inpex', 'invests', 'nextgenlithiumion', 'battery', 'startup', 'terawatt', 'technology', 'inc', 'tokyo', 'japan', 'inpex', 'corporatio']",0.0,0.0,1.0,0.0,Neutral,['terawatt technology inc'],"['tokyo', 'japan', 'tokyo', 'japan']"
Tronox (NYSE:TROX) and Lithium &#038; Boron Technology (OTCMKTS:LBTI) Critical Survey,Tronox (NYSE:TROX) and Lithium &#038; Boron Technology (OTCMKTS:LBTI) Critical Survey,https://www.americanbankingnews.com/2023/06/05/tronox-nysetrox-and-lithium-boron-technology-otcmktslbti-critical-survey.html,americanbankingnews,general,2023-06-05T06:36:43+00:00,"['tronox', 'nysetrox', 'lithium', '038', 'boron', 'technology', 'otcmktslbti', 'critical', 'survey']",0.223,0.0,0.777,-0.3182,Negative,['nysetrox lithium'],[]
Zimbabwe presses miners to produce battery-grade lithium locally,"Employees charge lithium ion batteries for a Hamba electric motorcycle at a solar-powered recharging station in Wedza, Zimbabwe, 22 May 2020. Picture taken May 22, 2020. REUTERS/MacDonald Dzirutwe...",http://bulawayo24.com/news/national/231505,Bulawayo24 News,general,2023-06-05T05:55:28+00:00,"['employee', 'charge', 'lithium', 'ion', 'battery', 'hamba', 'electric', 'motorcycle', 'solarpowered', 'recharging', 'station', 'wedza', 'zimbabwe', '22', 'may', '2020', 'picture', 'taken', 'may', '22', '2020', 'reutersmacdonald', 'dzirutwe']",0.0,0.0,1.0,0.0,Neutral,[],[]
Canaccord Genuity Group Cuts Frontier Lithium (CVE:FL) Price Target to C$4.00,Canaccord Genuity Group Cuts Frontier Lithium (CVE:FL) Price Target to C$4.00,https://www.americanbankingnews.com/2023/06/05/canaccord-genuity-group-cuts-frontier-lithium-cvefl-price-target-to-c4-00.html,americanbankingnews,general,2023-06-05T05:32:47+00:00,"['canaccord', 'genuity', 'group', 'cut', 'frontier', 'lithium', 'cvefl', 'price', 'target', 'c400']",0.189,0.0,0.811,-0.2732,Negative,['canaccord genuity group'],[]
San José Project Update,"Infinity Lithium Corporation Limited (‘Infinity’, or ‘the Company’), through wholly owned subsidiary Extremadura New Energies, remains on course for the submission of the Exploitation Concession Application (‘ECA’) for the San José Lithium Project (‘San José’, or ‘the Project’) under the tenure Exploration Permit Extremadura S.E. (‘PESE’) (see ASX Announcement 29 March 2023). HIGHLIGHTS Mining License Application and Environmental Impact Assessment submission works progressing.San José Lithium Project tenure comprises all-encompassing granted Exploration Permit PESE....",https://investingnews.com.au/san-jose-project-update,resourceinvestingnews,general,2023-06-05T00:31:37+00:00,"['finity', 'lithium', 'corporation', 'limited', '‘', 'infinity', '’', '‘', 'company', '’', 'wholly', 'owned', 'subsidiary', 'extremadura', 'new', 'energy', 'remains', 'course', 'submission', 'exploitation', 'concession', 'application', '‘', 'eca', '’', 'san', 'josé', 'lithium', 'project', '‘', 'san', 'josé', '’', '‘', 'project', '’', 'tenure', 'exploration', 'permit', 'extremadura', 'se', '‘', 'pese', '’', 'see', 'asx', 'announcement', '29', 'march', '2023', 'highlight', 'mining', 'license', 'application', 'environmental', 'impact', 'assessment', 'submission', 'work', 'progressingsan', 'josé', 'lithium', 'project', 'tenure', 'comprises', 'allencompassing', 'granted', 'exploration', 'permit', 'pese']",0.03,0.16,0.81,0.7506,Positive,[],"['san josé', 'san josé']"
Pegmatites Identified On Lithium Joint-Venture AI Targets,SensOre Ltd (ASX: S3N) (“SensOre” or the “Company”) is pleased to advise that it has identified pegmatite or pegmatite geochemistry signatures on 3 of 4 joint venture projects during early field reconnaissance programs. Similar positive results have been experienced on a further six targets currently undergoing target evaluation. HighlightsSensOre has identified lithium fertile pegmatite signatures on 3 of 4 joint-venture targets where initial fieldwork has commenced.Anomalous lithium and lithium index pathfinder elements identified in ultrafine soil sample and pXRF geochemical analysis...,https://investingnews.com.au/pegmatites-identified-on-lithium-joint-venture-ai-targets,resourceinvestingnews,general,2023-06-04T23:50:48+00:00,"['sensore', 'ltd', 'asx', 's3n', '“', 'sensore', '”', '“', 'company', '”', 'pleased', 'advise', 'identified', 'pegmatite', 'pegmatite', 'geochemistry', 'signature', '3', '4', 'joint', 'venture', 'project', 'early', 'field', 'reconnaissance', 'program', 'similar', 'positive', 'result', 'experienced', 'six', 'target', 'currently', 'undergoing', 'target', 'evaluation', 'highlightssensore', 'identified', 'lithium', 'fertile', 'pegmatite', 'signature', '3', '4', 'jointventure', 'target', 'initial', 'fieldwork', 'commencedanomalous', 'lithium', 'lithium', 'index', 'pathfinder', 'element', 'identified', 'ultrafine', 'soil', 'sample', 'pxrf', 'geochemical', 'analysis']",0.0,0.113,0.887,0.7579,Positive,['sensore ltd asx'],[]
